"x","y","Crash.Severity","Physical.Juris.Name","Crash.Military.Time","Persons.Injured","K_People","Pedestrians.Injured","Pedestrians.Killed","Vehicle.Count","Collision.Type","Weather.Condition","Light.Condition","Roadway.Surface.Condition","Roadway.Defect","Roadway.Description","Intersection.Type","Alcohol.","Unrestrained.","Distracted.","RTE.Name","Crash.Date"
-78.506513555,38.0402262010001,"B","104. City of Charlottesville",2151,1,0,0,0,3,"1. Rear End","5. Rain","4. Darkness - Road Lighted","2. Wet","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","R-VA   US00029SBBUS008","4/16/2015 4:00:00 AM"
-78.504749665,38.050562095,"O","104. City of Charlottesville",859,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR MILLMONT ST","2/27/2015 5:00:00 AM"
-78.488710609,38.0566230090001,"B","104. City of Charlottesville",1719,3,0,0,0,2,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Unbelted","Yes","R-VA   US00250EB","10/1/2015 4:00:00 AM"
-78.4930403879999,38.0226554480001,"O","104. City of Charlottesville",655,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","No","S-VA104PR 5TH ST SW","10/7/2015 4:00:00 AM"
-78.497257081,38.043907292,"O","104. City of Charlottesville",1823,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","S-VA104PR RUGBY RD","12/15/2015 5:00:00 AM"
-78.512027847,38.0428631090001,"O","104. City of Charlottesville",759,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","R-VA   US00250WBBUS001","9/18/2015 4:00:00 AM"
-78.496009042,38.0563488220001,"O","104. City of Charlottesville",1708,0,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","Yes","R-VA   US00029NBBUS008","5/17/2015 4:00:00 AM"
-78.485418549,38.0298629210001,"O","104. City of Charlottesville",1427,0,0,0,0,2,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR RIDGE ST","12/17/2015 5:00:00 AM"
-78.489459102,38.056697269,"O","104. City of Charlottesville",1530,0,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","1. Dawn","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   US00250EB","9/1/2015 4:00:00 AM"
-78.494358689,38.0583632560001,"O","104. City of Charlottesville",1214,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   US00029NB","9/17/2015 4:00:00 AM"
-78.5101010659999,38.028505104,"O","104. City of Charlottesville",928,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   US00029SBBUS008","10/11/2015 4:00:00 AM"
-78.5039586519999,38.0477896410001,"B","104. City of Charlottesville",2230,2,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","3. Three Approaches","No","Unbelted","No","R-VA   US00029SBBUS008","7/9/2015 4:00:00 AM"
-78.479955161,38.021630578,"O","104. City of Charlottesville",1139,0,0,0,0,2,"5. Sideswipe - Opposite Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR MONTROSE AVE","6/7/2015 4:00:00 AM"
-78.496598986,38.0574508340001,"O","104. City of Charlottesville",1846,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00029NB","5/28/2015 4:00:00 AM"
-78.494723483,38.057897666,"B","104. City of Charlottesville",1349,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","R-VA   US00029NB","4/2/2015 4:00:00 AM"
-78.505859022,38.0390849300001,"O","104. City of Charlottesville",854,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","3. Three Approaches","No","Belted","No","R-VA   US00250EBBUS001","11/17/2015 5:00:00 AM"
-78.47496404,38.0185495800001,"O","104. City of Charlottesville",845,0,0,0,0,2,"1. Rear End","3. Fog","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   SR00020NB","12/9/2015 5:00:00 AM"
-78.4965465229999,38.0625742080001,"O","104. City of Charlottesville",2226,0,0,0,0,1,"6. Fixed Object in Road","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104PR CEDAR HILL RD","5/4/2015 4:00:00 AM"
-78.498783739,38.0280809920001,"O","104. City of Charlottesville",1436,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","2. Two Approaches","No","Belted","No","S-VA104NP CHERRY AVE","7/2/2015 4:00:00 AM"
-78.5060061519999,38.0492153700001,"B","104. City of Charlottesville",905,1,0,0,0,2,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","Yes","Belted","No","S-VA104NP ARLINGTON BLVD","9/26/2015 4:00:00 AM"
-78.465361475,38.0255493760001,"B","104. City of Charlottesville",1839,1,0,0,0,1,"8. Non-Collision","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR MARKET ST E","7/4/2015 4:00:00 AM"
-78.47209295,38.0405898170001,"O","104. City of Charlottesville",1448,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","2. Wet","1. No Defects","4. One-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250WB","2/24/2015 5:00:00 AM"
-78.4990084199999,38.052736624,"B","104. City of Charlottesville",2344,2,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   US00029NBBUS008","1/30/2015 5:00:00 AM"
-78.506625398,38.039905946,"O","104. City of Charlottesville",1956,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","Yes","R-VA   US00029NBBUS008","3/18/2015 4:00:00 AM"
-78.5019914169999,38.024967287,"O","104. City of Charlottesville",1225,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104NP CHERRY AVE","3/28/2015 4:00:00 AM"
-78.498292546,38.033091879,"O","104. City of Charlottesville",806,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","S-VA104NP JEFFERSON PARK AVE","10/7/2015 4:00:00 AM"
-78.488975759,38.0588669090001,"O","104. City of Charlottesville",1124,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","S-VA104PR HYDRAULIC RD","3/7/2015 5:00:00 AM"
-78.5006468189999,38.0349535990001,"A","104. City of Charlottesville",1100,1,0,0,0,1,"16. Other","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","2. Two Approaches","No","Belted","No","R-VA   US00250EBBUS001","4/23/2015 4:00:00 AM"
-78.490035775,38.063969984,"B","104. City of Charlottesville",1318,1,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","2. Two Approaches","No","Belted","No","R-VA   US00029SB","8/16/2015 4:00:00 AM"
-78.4713431919999,38.023428401,"B","104. City of Charlottesville",831,2,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR CARLTON AVE","1/7/2015 5:00:00 AM"
-78.46830626,38.0395736620001,"O","104. City of Charlottesville",1011,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","No","S-VA104PR MARSHALL ST","8/28/2015 4:00:00 AM"
-78.508621496,38.0321182000001,"O","104. City of Charlottesville",1836,0,0,0,0,1,"9. Fixed Object - Off Road","6. Snow","4. Darkness - Road Lighted","3. Snowy","7. Slick Pavement","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00029SBBUS008","2/16/2015 5:00:00 AM"
-78.485592773,38.0331768190001,"B","104. City of Charlottesville",2144,1,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","4. Icy","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Unbelted","Yes","S-VA104PR 4TH ST NW","2/23/2015 5:00:00 AM"
-78.48687031,38.0517072650001,"O","104. City of Charlottesville",1553,0,0,0,0,5,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","Yes","Belted","Yes","S-VA104PR GENTRY LN","1/11/2015 5:00:00 AM"
-78.495386856,38.057115783,"O","104. City of Charlottesville",1723,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   US00029NBBUS008","4/17/2015 4:00:00 AM"
-78.4798637549999,38.0288367800001,"O","104. City of Charlottesville",1319,0,0,0,0,1,"16. Other","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR 4TH ST SE","9/8/2015 4:00:00 AM"
-78.4898134869999,38.0599226200001,"B","104. City of Charlottesville",1230,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","Yes","S-VA104PR HILLSDALE DR","1/17/2015 5:00:00 AM"
-78.497719918,38.057690871,"O","104. City of Charlottesville",929,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA   US00250WB","4/25/2015 4:00:00 AM"
-78.470654222,38.012652497,"O","104. City of Charlottesville",1740,0,0,0,0,1,"10. Deer","1. No Adverse Condition (Clear/Cloudy)","5. Darkness - Road Not Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   IS00064EB","11/12/2015 5:00:00 AM"
-78.480048097,38.032056561,"O","104. City of Charlottesville",1152,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","S-VA104PR JEFFERSON ST","1/23/2015 5:00:00 AM"
-78.494314289,38.058415407,"B","104. City of Charlottesville",1744,1,0,0,0,3,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","4. Darkness - Road Lighted","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00029NB","12/3/2015 5:00:00 AM"
-78.48531287,38.035331865,"O","104. City of Charlottesville",1134,0,0,0,0,2,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","S-VA104PR HARRIS ST","1/26/2015 5:00:00 AM"
-78.473982356,38.0204418770001,"C","104. City of Charlottesville",1504,1,0,0,0,2,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   SR00020NB","12/23/2015 5:00:00 AM"
-78.476162313,38.0311557680001,"O","104. City of Charlottesville",1555,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","Yes","S-VA104PR 7TH ST NE","4/21/2015 4:00:00 AM"
-78.505108489,38.0501787700001,"O","104. City of Charlottesville",1312,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","S-VA104PR MILLMONT ST","4/3/2015 4:00:00 AM"
-78.4705348589999,38.03953754,"O","104. City of Charlottesville",1427,0,0,0,0,2,"1. Rear End","5. Rain","2. Daylight","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","R-VA   US00250EB","8/7/2015 4:00:00 AM"
-78.494172523,38.064716483,"B","104. City of Charlottesville",1937,1,0,0,0,2,"2. Angle","5. Rain","5. Darkness - Road Not Lighted","2. Wet","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA002SC00743SB","3/4/2015 5:00:00 AM"
-78.4848236779999,38.07032818,"O","104. City of Charlottesville",1232,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","R-VA002SC00866WB","8/21/2015 4:00:00 AM"
-78.497576341,38.057674564,"O","104. City of Charlottesville",1501,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","4. One-Way, Not Divided","1. Not at Intersection","No","Belted","Yes","R-VA   US00250WB","6/15/2015 4:00:00 AM"
-78.4752427609999,38.0295787680001,"O","104. City of Charlottesville",1343,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   SR00020NB","4/6/2015 4:00:00 AM"
-78.5008922979999,38.0352607130001,"A","104. City of Charlottesville",1022,1,0,1,0,1,"12. Ped","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","3. Three Approaches","No","Belted","Yes","R-VA   US00250EBBUS001","11/20/2015 5:00:00 AM"
-78.486502407,38.030801038,"O","104. City of Charlottesville",755,0,0,0,0,3,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","4. One-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR 4TH ST NW","4/22/2015 4:00:00 AM"
-78.4837962889999,38.0334851270001,"B","104. City of Charlottesville",703,1,0,0,0,2,"3. Head On","1. No Adverse Condition (Clear/Cloudy)","1. Dawn","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","4. Four Approaches","No","Belted","No","R-VA   US00250EBBUS001","12/11/2015 5:00:00 AM"
-78.5063567409999,38.039629828,"O","104. City of Charlottesville",1207,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","Yes","R-VA   US00250WBBUS001","1/22/2015 5:00:00 AM"
-78.5062952009999,38.0565348050001,"O","104. City of Charlottesville",1451,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00250EB","12/19/2015 5:00:00 AM"
-78.485414441,38.0349975280001,"O","104. City of Charlottesville",1200,0,0,0,0,3,"2. Angle","5. Rain","2. Daylight","2. Wet","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","Yes","R-VA   US00250PABUS001","6/27/2015 4:00:00 AM"
-78.499731544,38.0276975130001,"B","104. City of Charlottesville",1741,1,0,0,0,1,"8. Non-Collision","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104NP CHERRY AVE","8/8/2015 4:00:00 AM"
-78.477626148,38.0236444550001,"B","104. City of Charlottesville",1140,1,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","4. Four Approaches","No","Belted","No","R-VA   SR00020SB","9/13/2015 4:00:00 AM"
-78.4865338549999,38.017421567,"O","104. City of Charlottesville",1421,0,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","Yes","Belted","No","S-VA104PR ROUGEMONT AVE","10/25/2015 4:00:00 AM"
-78.4759427879999,38.0228710860001,"O","104. City of Charlottesville",1157,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","R-VA   SR00020SB","1/25/2015 5:00:00 AM"
-78.4921993359999,38.0610948090001,"O","104. City of Charlottesville",1017,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","R-VA   US00029NB","2/16/2015 5:00:00 AM"
-78.497870144,38.0543231190001,"O","104. City of Charlottesville",1041,0,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","3. Two-Way, Divided, Positive Median Barrier","1. Not at Intersection","No","Belted","Yes","R-VA   US00029SBBUS008","6/19/2015 4:00:00 AM"
-78.4758188659999,38.0434100910001,"B","104. City of Charlottesville",1030,1,0,0,0,1,"9. Fixed Object - Off Road","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","R-VA   US00250EB","7/16/2015 4:00:00 AM"
-78.501633536,38.055454926,"O","104. City of Charlottesville",1625,0,0,0,0,2,"2. Angle","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","1. Not at Intersection","No","Belted","No","S-VA104PR BARRACKS RD","2/25/2015 5:00:00 AM"
-78.499907421,38.051872573,"B","104. City of Charlottesville",1719,4,0,0,0,4,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","3. Dusk","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","Yes","R-VA   US00029NBBUS008","1/22/2015 5:00:00 AM"
-78.4707311349999,38.0396568690001,"C","104. City of Charlottesville",1617,1,0,0,0,2,"1. Rear End","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","2. Two-Way, Divided, Unprotected Median","1. Not at Intersection","No","Belted","No","R-VA   US00250EB","1/31/2015 5:00:00 AM"
-78.47932446,38.0309606060001,"O","104. City of Charlottesville",942,0,0,0,0,2,"4. Sideswipe - Same Direction","1. No Adverse Condition (Clear/Cloudy)","2. Daylight","1. Dry","1. No Defects","1. Two-Way, Not Divided","4. Four Approaches","No","Belted","No","R-VA   US00250EBBUS001","2/10/2015 5:00:00 AM"
