"MM_YYYY","Physical.Juris.Name","K_people_sum","Persons_Injured_sum","Pedestrians_Killed_sum","Pedestrians_Injured_sum"
"10-2021","132. City of Staunton",0,0,0,0
"10-2021","133. City of Suffolk",2,136,1,1
"10-2021","134. City of Virginia Beach",3,280,0,5
"10-2021","136. City of Waynesboro",1,9,1,1
"10-2021","137. City of Williamsburg",0,4,0,0
"10-2021","138. City of Winchester",0,11,0,0
"10-2021","139. Town of Wytheville",0,10,0,0
"10-2021","140. Town of Abingdon",0,7,0,0
"10-2021","141. Town of Bedford",0,6,0,0
"10-2021","142. Town of Blackstone",0,0,0,0
"10-2021","143. Town of Bluefield",0,10,0,0
"10-2021","144. Town of Farmville",0,4,0,0
"10-2021","145. City of Franklin",0,4,0,0
"10-2021","146. City of Norton",0,3,0,0
"10-2021","147. City of Poquoson",0,20,0,0
"10-2021","148. Town of Richlands",0,1,0,0
"10-2021","149. Town of Vinton",0,0,0,0
"10-2021","150. Town of Blacksburg",0,36,0,3
"10-2021","151. City of Fairfax",0,6,0,4
"10-2021","152. City of Manassas Park",0,6,0,0
"10-2021","153. Town of Vienna",0,4,0,1
"10-2021","154. Town of Christiansburg",0,14,0,0
"10-2021","155. City of Manassas",0,83,0,0
"10-2021","156. Town of Warrenton",0,3,0,0
"10-2021","157. Town of Rocky Mount",0,9,0,0
"10-2021","158. Town of Tazewell",0,1,0,0
"10-2021","159. Town of Luray",0,1,0,0
"10-2021","160. Town of Accomac",0,0,0,0
"10-2021","161. Town of Alberta",0,0,0,0
"10-2021","162. Town of Altavista",0,1,0,1
"10-2021","163. Town of Amherst",0,1,0,0
"10-2021","164. Town of Appalachia",0,0,0,0
"10-2021","165. Town of Appomattox",0,0,0,0
"10-2021","166. Town of Ashland",0,11,0,0
"10-2021","168. Town of Berryville",0,5,0,0
"10-2021","170. Town of Boones Mill",0,0,0,0
"10-2021","171. Town of Bowling Green",0,2,0,0
"10-2021","176. Town of Bridgewater",0,1,0,0
"10-2021","179. Town of Brookneal",0,0,0,0
"10-2021","181. Town of Burkeville",0,0,0,0
"10-2021","184. Town of Cedar Bluff",0,1,0,0
"10-2021","188. Town of Cheriton",0,1,0,0
"10-2021","189. Town of Chilhowie",0,3,0,0
"10-2021","190. Town of Chincoteague",0,1,0,0
"10-2021","192. Town of Clarksville",0,2,0,0
"10-2021","195. Town of Clinchport",0,1,0,0
"10-2021","196. Town of Clintwood",0,1,0,0
"10-2021","198. Town of Coeburn",0,1,0,0
"10-2021","201. Town of Courtland",0,1,0,0
"10-2021","203. Town of Crewe",0,0,0,0
"10-2021","204. Town of Culpeper",1,23,1,1
"10-2021","210. Town of Dublin",0,3,0,0
"10-2021","211. Town of Duffield",0,1,0,0
"10-2021","212. Town of Dumfries",0,2,0,0
"10-2021","215. Town of Edinburg",0,0,0,0
"10-2021","216. Town of Elkton",0,3,0,0
"10-2021","217. Town of Exmore",0,1,0,1
"10-2021","219. Town of Floyd",0,0,0,0
"10-2021","221. Town of Gate City",0,2,0,0
"10-2021","222. Town of Glade Spring",0,0,0,0
"10-2021","223. Town of Glasgow",0,1,0,0
"10-2021","224. Town of Glen Lyn",0,1,0,0
"10-2021","225. Town of Gordonsville",0,0,0,0
"10-2021","229. Town of Grundy",0,6,0,0
"10-2021","230. Town of Halifax",0,1,0,0
"10-2021","233. Town of Haymarket",0,0,0,0
"10-2021","234. Town of Haysi",0,0,0,0
"10-2021","235. Town of Herndon",0,32,0,0
"10-2021","237. Town of Hillsville",0,1,0,0
"10-2021","240. Town of Independence",0,0,0,0
"10-2021","241. Town of Iron Gate",0,0,0,0
"10-2021","243. Town of Ivor",0,0,0,0
"10-2021","245. Town of Jonesville",0,0,0,0
"10-2021","246. Town of Keller",0,0,0,0
"10-2021","249. Town of Kilmarnock",0,1,0,1
"10-2021","250. Town of LaCrosse",0,0,0,0
"10-2021","252. Town of Lebanon",3,4,0,0
"10-2021","253. Town of Leesburg",0,30,0,2
"10-2021","254. Town of Louisa",0,1,0,0
"10-2021","255. Town of Lovettsville",0,0,0,0
"10-2021","260. Town of Middletown",0,0,0,0
"10-2021","261. Town of Mineral",0,0,0,0
"10-2021","264. Town of Mount Crawford",0,0,0,0
"10-2021","265. Town of Mount Jackson",0,3,0,0
"10-2021","266. Town of Narrows",0,0,0,0
"10-2021","269. Town of New Market",0,0,0,0
"10-2021","273. Town of Onancock",0,1,0,0
"10-2021","274. Town of Onley",0,1,0,0
"10-2021","275. Town of Orange",0,1,0,0
"10-2021","276. Town of Painter",0,0,0,0
"10-2021","279. Town of Pearisburg",0,0,0,0
"10-2021","281. Town of Pennington Gap",0,0,0,0
"10-2021","283. Town of Pocahontas",0,0,0,0
"10-2021","285. Town of Pound",0,0,0,0
"10-2021","286. Town of Purcellville",0,3,0,0
"10-2021","289. Town of Rich Creek",1,0,0,0
"10-2021","290. Town of Ridgeway",0,3,0,0
"10-2021","291. Town of Round Hill",0,0,0,0
"10-2021","292. Town of Rural Retreat",0,0,0,0
"10-2021","295. Town of Saltville",0,0,0,0
"10-2021","298. Town of Scottsville",0,1,0,0
"10-2021","300. Town of Smithfield",0,9,0,0
"10-2021","301. Town of South Hill",0,6,0,0
"10-2021","302. Town of Stanardsville",0,1,0,0
"10-2021","303. Town of Stanley",0,0,0,0
"10-2021","304. Town of Stephens City",0,0,0,0
"10-2021","305. Town of Stony Creek",0,0,0,0
"10-2021","306. Town of Strasburg",0,1,0,0
"10-2021","307. Town of Stuart",0,2,0,0
"10-2021","310. Town of Tappahannock",1,4,0,0
"10-2021","311. Town of The Plains",0,0,0,0
"10-2021","312. Town of Timberville",0,1,0,0
"10-2021","315. Town of Troutville",0,2,0,0
"10-2021","320. Town of Wakefield",0,0,0,0
"10-2021","321. Town of Warsaw",0,0,0,0
"10-2021","322. Town of Washington",0,0,0,0
"10-2021","323. Town of Waverly",0,0,0,0
"10-2021","324. Town of Weber City",0,1,0,0
"10-2021","325. Town of West Point",0,0,0,0
"10-2021","327. Town of White Stone",0,0,0,0
"10-2021","328. Town of Windsor",0,0,0,0
"10-2021","329. Town of Wise",0,2,0,0
"10-2021","330. Town of Woodstock",0,1,0,0
"10-2022","000. Arlington County",1,81,1,7
"10-2022","001. Accomack County",0,27,0,0
"10-2022","002. Albemarle County",3,201,0,2
"10-2022","003. Alleghany County",0,5,0,0
"10-2022","004. Amelia County",0,11,0,0
"10-2022","005. Amherst County",0,16,0,1
"10-2022","006. Appomattox County",0,1,0,0
"10-2022","007. Augusta County",0,60,0,1
"10-2022","008. Bath County",0,2,0,0
"10-2022","009. Bedford County",1,19,0,1
"10-2022","010. Bland County",0,8,0,0
"10-2022","011. Botetourt County",1,22,0,0
"10-2022","012. Brunswick County",1,10,0,0
"10-2022","013. Buchanan County",0,9,0,0
"10-2022","014. Buckingham County",0,16,0,0
"10-2022","015. Campbell County",1,26,0,1
"10-2022","016. Caroline County",0,6,0,1
"10-2022","017. Carroll County",1,17,0,0
"10-2022","018. Charles City County",0,2,0,0
"10-2022","019. Charlotte County",0,4,0,0
"10-2022","020. Chesterfield County",4,179,1,5
"10-2022","021. Clarke County",0,14,0,0
"10-2022","022. Craig County",0,0,0,0
"10-2022","023. Culpeper County",0,52,0,0
"10-2022","024. Cumberland County",0,7,0,0
"10-2022","025. Dickenson County",0,5,0,0
"10-2022","026. Dinwiddie County",0,35,0,2
"10-2022","028. Essex County",0,4,0,0
"10-2022","029. Fairfax County",13,476,6,20
"10-2022","030. Fauquier County",0,29,0,0
"10-2022","031. Floyd County",0,6,0,0
"10-2022","032. Fluvanna County",0,6,0,0
"10-2022","033. Franklin County",4,27,0,0
"10-2022","034. Frederick County",4,41,0,0
"10-2022","035. Giles County",0,7,0,0
"10-2022","036. Gloucester County",1,18,0,0
"10-2022","037. Goochland County",0,14,0,0
"10-2022","038. Grayson County",0,5,0,0
"10-2022","039. Greene County",0,7,0,0
"10-2022","040. Greensville County",0,5,0,0
"10-2022","041. Halifax County",3,8,0,0
"10-2022","042. Hanover County",0,57,0,1
"10-2022","043. Henrico County",5,205,2,9
"10-2022","044. Henry County",0,27,0,2
"10-2022","045. Highland County",1,3,0,0
"10-2022","046. Isle of Wight County",2,16,1,0
"10-2022","047. James City County",3,85,0,0
"10-2022","048. King George County",2,12,0,0
"10-2022","049. King & Queen County",0,1,0,0
"10-2022","050. King William County",3,8,1,0
"10-2022","051. Lancaster County",0,2,0,0
"10-2022","052. Lee County",0,7,0,0
"10-2022","053. Loudoun County",1,139,0,0
"10-2022","054. Louisa County",0,42,0,0
"10-2022","055. Lunenburg County",0,0,0,0
"10-2022","056. Madison County",0,15,0,0
"10-2022","057. Mathews County",2,2,0,0
"10-2022","058. Mecklenburg County",2,23,0,0
"10-2022","059. Middlesex County",0,2,0,0
"10-2022","060. Montgomery County",1,39,0,0
"10-2022","062. Nelson County",1,13,0,0
"10-2022","063. New Kent County",1,22,0,0
"10-2022","065. Northampton County",0,6,0,0
"10-2022","066. Northumberland County",1,5,0,0
"10-2022","067. Nottoway County",1,12,0,0
"10-2022","068. Orange County",0,14,0,0
"10-2022","069. Page County",0,13,0,0
"10-2022","070. Patrick County",1,8,0,0
"10-2022","071. Pittsylvania County",2,27,0,1
"10-2022","072. Powhatan County",0,19,0,0
"10-2022","073. Prince Edward County",0,6,0,0
"10-2022","074. Prince George County",2,48,0,1
"10-2022","076. Prince William County",2,296,1,9
"10-2022","077. Pulaski County",0,18,0,1
"10-2022","078. Rappahannock County",0,5,0,0
"10-2022","079. Richmond County",0,8,0,0
"10-2022","080. Roanoke County",2,42,0,1
"10-2022","081. Rockbridge County",0,24,0,0
"10-2022","082. Rockingham County",2,43,0,0
"10-2022","083. Russell County",0,14,0,0
"10-2022","084. Scott County",1,10,0,0
"10-2022","085. Shenandoah County",0,13,0,0
"10-2022","086. Smyth County",0,13,0,1
"10-2022","087. Southampton County",1,18,0,0
"10-2022","088. Spotsylvania County",1,83,0,2
"10-2022","089. Stafford County",0,59,0,3
"10-2022","090. Surry County",0,2,0,0
"10-2022","091. Sussex County",0,4,0,0
"10-2022","092. Tazewell County",1,19,0,0
"10-2022","093. Warren County",0,16,0,0
"10-2022","095. Washington County",1,23,1,1
"10-2022","096. Westmoreland County",1,14,0,0
"10-2022","097. Wise County",0,17,0,0
"10-2022","098. Wythe County",0,16,0,0
"10-2022","099. York County",0,21,0,0
"10-2022","100. City of Alexandria",1,47,0,2
"10-2022","101. Town of Big Stone Gap",0,2,0,0
"10-2022","102. City of Bristol",0,33,0,1
"10-2022","103. City of Buena Vista",0,0,0,0
"10-2022","104. City of Charlottesville",0,37,0,2
"10-2022","105. Town of Clifton Forge",0,0,0,0
"10-2022","106. City of Colonial Heights",0,17,0,1
"10-2022","107. City of Covington",0,0,0,0
"10-2022","108. City of Danville",0,35,0,1
"10-2022","109. City of Emporia",0,18,0,0
"10-2022","110. City of Falls Church",0,18,0,2
"10-2022","111. City of Fredericksburg",2,69,0,0
"10-2022","112. Town of Front Royal",0,2,0,0
"10-2022","113. City of Galax",0,7,0,0
"10-2022","114. City of Hampton",1,274,1,3
"10-2022","115. City of Harrisonburg",1,18,0,2
"10-2022","116. City of Hopewell",0,84,0,1
"10-2022","117. City of Lexington",0,1,0,0
"10-2022","118. City of Lynchburg",1,51,0,1
"10-2022","119. Town of Marion",0,0,0,0
"10-2022","120. City of Martinsville",0,7,0,1
"10-2022","121. City of Newport News",1,137,1,7
"10-2022","122. City of Norfolk",0,156,0,6
"10-2022","123. City of Petersburg",0,37,0,0
"10-2022","124. City of Portsmouth",0,4,0,0
"10-2022","125. Town of Pulaski",0,4,0,0
"10-2022","126. City of Radford",0,8,0,0
"10-2022","127. City of Richmond",5,220,2,11
"10-2022","128. City of Roanoke",3,57,1,4
"10-2022","129. City of Salem",0,18,0,0
"10-2022","130. Town of South Boston",0,7,0,1
"10-2022","131. City of Chesapeake",5,169,0,1
"10-2022","132. City of Staunton",0,25,0,0
"10-2022","133. City of Suffolk",1,109,0,3
"10-2022","134. City of Virginia Beach",3,253,0,9
"10-2022","136. City of Waynesboro",0,19,0,0
"10-2022","137. City of Williamsburg",0,5,0,1
"10-2022","138. City of Winchester",0,7,0,0
"10-2022","139. Town of Wytheville",0,6,0,0
"10-2022","140. Town of Abingdon",0,25,0,0
"10-2022","141. Town of Bedford",0,0,0,0
"10-2022","142. Town of Blackstone",0,0,0,0
"10-2022","143. Town of Bluefield",0,1,0,0
"10-2022","144. Town of Farmville",0,1,0,0
"10-2022","145. City of Franklin",0,8,0,0
"10-2022","146. City of Norton",0,2,0,0
"10-2022","147. City of Poquoson",0,4,0,0
"10-2022","148. Town of Richlands",0,1,0,0
"10-2022","149. Town of Vinton",0,5,0,0
"10-2022","150. Town of Blacksburg",0,30,0,10
"10-2022","151. City of Fairfax",0,13,0,1
"10-2022","152. City of Manassas Park",0,8,0,0
"10-2022","153. Town of Vienna",0,8,0,1
"10-2022","154. Town of Christiansburg",0,21,0,2
"10-2022","155. City of Manassas",0,31,0,1
"10-2022","156. Town of Warrenton",0,13,0,0
"10-2022","157. Town of Rocky Mount",0,10,0,0
"10-2022","158. Town of Tazewell",0,2,0,0
"10-2022","159. Town of Luray",0,2,0,1
"10-2022","160. Town of Accomac",0,0,0,0
"10-2022","161. Town of Alberta",0,0,0,0
"10-2022","162. Town of Altavista",0,0,0,0
"10-2022","163. Town of Amherst",0,0,0,0
"10-2022","164. Town of Appalachia",0,0,0,0
"10-2022","165. Town of Appomattox",0,0,0,0
"10-2022","166. Town of Ashland",0,12,0,0
"10-2022","168. Town of Berryville",0,4,0,1
"10-2022","172. Town of Boyce",0,0,0,0
"10-2022","176. Town of Bridgewater",0,1,0,0
"10-2022","177. Town of Broadway",0,0,0,0
"10-2022","180. Town of Buchanan",0,2,0,0
"10-2022","181. Town of Burkeville",0,0,0,0
"10-2022","184. Town of Cedar Bluff",0,0,0,0
"10-2022","186. Town of Chase City",0,0,0,0
"10-2022","190. Town of Chincoteague",0,0,0,0
"10-2022","192. Town of Clarksville",0,0,0,0
"10-2022","194. Town of Clifton",0,2,0,0
"10-2022","196. Town of Clintwood",0,0,0,0
"10-2022","198. Town of Coeburn",0,1,0,0
"10-2022","199. Town of Colonial Beach",0,0,0,0
"10-2022","201. Town of Courtland",0,4,0,0
"10-2022","203. Town of Crewe",0,1,0,0
"10-2022","204. Town of Culpeper",0,38,0,0
"10-2022","205. Town of Damascus",0,1,0,0
"10-2022","210. Town of Dublin",0,0,0,0
"10-2022","211. Town of Duffield",0,2,0,0
"10-2022","212. Town of Dumfries",1,9,1,0
"10-2022","215. Town of Edinburg",0,1,0,0
"10-2022","216. Town of Elkton",0,0,0,0
"10-2022","217. Town of Exmore",0,2,0,0
"10-2022","218. Town of Fincastle",0,0,0,0
"10-2022","219. Town of Floyd",0,0,0,0
"10-2022","221. Town of Gate City",0,0,0,0
"10-2022","222. Town of Glade Spring",0,1,0,0
"10-2022","223. Town of Glasgow",0,1,0,0
"10-2022","225. Town of Gordonsville",0,0,0,0
"10-2022","226. Town of Goshen",0,0,0,0
"10-2022","227. Town of Gretna",0,1,0,0
"10-2022","229. Town of Grundy",0,0,0,0
"10-2022","230. Town of Halifax",0,0,0,0
"10-2022","233. Town of Haymarket",0,0,0,0
"10-2022","235. Town of Herndon",0,47,0,4
"10-2022","236. Town of Hillsboro",0,0,0,0
"10-2022","237. Town of Hillsville",0,2,0,0
"10-2022","249. Town of Kilmarnock",0,2,0,0
"10-2022","252. Town of Lebanon",0,1,0,0
"10-2022","253. Town of Leesburg",0,11,0,1
"10-2022","254. Town of Louisa",0,1,0,0
"10-2022","255. Town of Lovettsville",0,0,0,0
"10-2022","256. Town of Madison",0,1,0,0
"10-2022","257. Town of McKenney",0,0,0,0
"10-2022","260. Town of Middletown",0,0,0,0
"10-2022","261. Town of Mineral",0,0,0,0
"10-2022","264. Town of Mount Crawford",0,3,0,0
"10-2022","265. Town of Mount Jackson",0,2,0,0
"10-2022","267. Town of Nassawadox",0,2,0,0
"10-2022","272. Town of Occoquan",0,2,0,0
"10-2022","274. Town of Onley",0,1,0,0
"10-2022","275. Town of Orange",0,5,0,1
"10-2022","279. Town of Pearisburg",1,0,0,0
"10-2022","281. Town of Pennington Gap",0,0,0,0
"10-2022","285. Town of Pound",0,5,0,0
"10-2022","286. Town of Purcellville",0,0,0,0
"10-2022","288. Town of Remington",0,0,0,0
"10-2022","289. Town of Rich Creek",0,2,0,0
"10-2022","290. Town of Ridgeway",0,4,0,0
"10-2022","291. Town of Round Hill",0,0,0,0
"10-2022","292. Town of Rural Retreat",0,0,0,0
"10-2022","295. Town of Saltville",0,0,0,0
"10-2022","298. Town of Scottsville",0,3,0,0
"10-2022","300. Town of Smithfield",0,4,0,0
"10-2022","301. Town of South Hill",0,2,0,0
"10-2022","302. Town of Stanardsville",0,1,0,0
"10-2022","303. Town of Stanley",0,0,0,0
"10-2022","304. Town of Stephens City",0,0,0,0
"10-2022","305. Town of Stony Creek",0,0,0,0
"10-2022","306. Town of Strasburg",0,1,0,0
"10-2022","307. Town of Stuart",0,1,0,0
"10-2022","310. Town of Tappahannock",0,11,0,0
"10-2022","313. Town of Toms Brook",0,2,0,0
"10-2022","315. Town of Troutville",0,2,0,0
"10-2022","320. Town of Wakefield",0,1,0,1
"10-2022","321. Town of Warsaw",0,0,0,0
"10-2022","324. Town of Weber City",0,2,0,0
"10-2022","325. Town of West Point",0,0,0,0
"10-2022","328. Town of Windsor",0,3,0,0
"10-2022","329. Town of Wise",0,1,0,0
"10-2022","330. Town of Woodstock",0,3,0,0
"10-2022","339. Town of Clinchco",0,0,0,0
"10-2023","000. Arlington County",0,108,0,15
"10-2023","001. Accomack County",0,31,0,0
"10-2023","002. Albemarle County",1,177,0,0
"10-2023","003. Alleghany County",0,8,0,0
"10-2023","004. Amelia County",0,11,0,0
"10-2023","005. Amherst County",1,17,0,1
"10-2023","006. Appomattox County",0,7,0,0
"10-2023","007. Augusta County",1,39,0,2
"10-2023","008. Bath County",0,3,0,0
"10-2023","009. Bedford County",0,39,0,1
"10-2023","010. Bland County",0,5,0,0
"10-2023","011. Botetourt County",0,21,0,4
"10-2023","012. Brunswick County",0,9,0,0
"10-2023","013. Buchanan County",0,11,0,0
"10-2023","014. Buckingham County",0,3,0,0
"10-2023","015. Campbell County",3,39,0,0
"10-2023","016. Caroline County",0,24,0,0
"10-2023","017. Carroll County",0,12,0,0
"10-2023","018. Charles City County",0,2,0,0
"10-2023","019. Charlotte County",0,13,0,0
"10-2023","020. Chesterfield County",1,200,0,7
"10-2023","021. Clarke County",0,17,0,0
"10-2023","022. Craig County",0,3,0,0
"10-2023","023. Culpeper County",1,54,0,0
"10-2023","024. Cumberland County",0,7,0,0
"10-2023","025. Dickenson County",0,4,0,0
"10-2023","026. Dinwiddie County",0,22,0,0
"10-2023","028. Essex County",0,7,0,0
"10-2023","029. Fairfax County",5,531,2,23
"10-2023","030. Fauquier County",2,53,1,0
"10-2023","031. Floyd County",0,10,0,0
"10-2023","032. Fluvanna County",0,14,0,0
"10-2023","033. Franklin County",2,33,2,0
"10-2023","034. Frederick County",0,50,0,0
"10-2023","035. Giles County",0,6,0,0
"10-2023","036. Gloucester County",1,36,0,1
"10-2023","037. Goochland County",0,36,0,1
"10-2023","038. Grayson County",0,1,0,0
"10-2023","039. Greene County",0,16,0,0
"10-2023","040. Greensville County",0,17,0,0
"10-2023","041. Halifax County",1,11,0,0
"10-2023","042. Hanover County",3,72,0,0
"10-2023","043. Henrico County",2,232,0,10
"10-2023","044. Henry County",2,39,0,0
"10-2023","045. Highland County",0,0,0,0
"10-2023","046. Isle of Wight County",1,25,0,0
"10-2023","047. James City County",0,74,0,2
"10-2023","048. King George County",0,10,0,0
"10-2023","049. King & Queen County",0,5,0,0
"10-2023","050. King William County",0,5,0,0
"10-2023","051. Lancaster County",0,3,0,0
"10-2023","052. Lee County",0,11,0,0
"10-2023","053. Loudoun County",5,152,1,2
"10-2023","054. Louisa County",0,17,0,0
"10-2023","055. Lunenburg County",0,7,0,0
"10-2023","056. Madison County",1,8,0,0
"10-2023","057. Mathews County",0,5,0,0
"10-2023","058. Mecklenburg County",0,30,0,1
"10-2023","059. Middlesex County",1,6,0,0
"10-2023","060. Montgomery County",0,45,0,0
"10-2023","062. Nelson County",0,16,0,0
"10-2023","063. New Kent County",2,16,0,0
"10-2023","065. Northampton County",0,8,0,0
"10-2023","066. Northumberland County",0,6,0,0
"10-2023","067. Nottoway County",0,9,0,0
"10-2023","068. Orange County",0,33,0,0
"10-2023","069. Page County",0,9,0,0
"10-2023","070. Patrick County",0,15,0,0
"10-2023","071. Pittsylvania County",1,16,0,1
"10-2023","072. Powhatan County",0,11,0,0
"10-2023","073. Prince Edward County",0,10,0,0
"10-2023","074. Prince George County",0,44,0,1
"10-2023","076. Prince William County",1,275,0,14
"10-2023","077. Pulaski County",0,8,0,0
"10-2023","078. Rappahannock County",0,1,0,0
"10-2023","079. Richmond County",0,4,0,0
"10-2023","080. Roanoke County",2,54,0,0
"10-2023","081. Rockbridge County",1,31,1,1
"10-2023","082. Rockingham County",0,37,0,0
"10-2023","083. Russell County",1,23,0,0
"10-2023","084. Scott County",0,7,0,0
"10-2023","085. Shenandoah County",0,8,0,0
"10-2023","086. Smyth County",0,16,0,0
"10-2023","087. Southampton County",0,24,0,1
"10-2023","088. Spotsylvania County",1,93,0,0
"10-2023","089. Stafford County",1,87,0,2
"10-2023","090. Surry County",0,0,0,0
"10-2023","091. Sussex County",0,11,0,0
"10-2023","092. Tazewell County",0,14,0,0
"10-2023","093. Warren County",0,28,0,0
"10-2023","095. Washington County",2,28,0,0
"10-2023","096. Westmoreland County",0,1,0,0
"10-2023","097. Wise County",0,12,0,0
"10-2023","098. Wythe County",2,11,0,0
"10-2023","099. York County",3,42,1,0
